id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
76,15679611.0,Padovano,598.0,France,Female,25.0,5.0,110495.27,1.0,1.0,1.0,187800.63,0.0
77,15600626.0,Chiu,697.0,France,Male,34.0,4.0,0.0,2.0,1.0,1.0,185541.3,0.0
78,15781598.0,Onyemachukwu,667.0,France,Male,31.0,5.0,0.0,2.0,0.0,1.0,81898.81,0.0
79,15674928.0,Mays,624.0,France,Male,29.0,8.0,0.0,2.0,1.0,1.0,193009.21,0.0
80,15667046.0,Aksenov,755.0,Spain,Male,57.0,9.0,0.0,2.0,1.0,1.0,135088.58,0.0
81,15600583.0,Ts'ui,446.0,France,Male,34.0,8.0,0.0,2.0,1.0,0.0,141872.05,0.0
82,15657540.0,Chibugo,652.0,France,Male,22.0,2.0,0.0,1.0,1.0,1.0,176962.31,0.0
83,15733014.0,Hargreaves,594.0,France,Female,44.0,8.0,0.0,1.0,1.0,0.0,138526.96,1.0
84,15608916.0,Lucciano,579.0,Spain,Female,34.0,5.0,0.0,2.0,1.0,1.0,88890.05,0.0
85,15768293.0,Iredale,556.0,Germany,Male,42.0,2.0,134590.21,1.0,1.0,0.0,101491.23,1.0
86,15658935.0,Chidiebele,667.0,Spain,Male,35.0,0.0,145729.71,1.0,1.0,0.0,146700.22,0.0
87,15602845.0,Nwabugwu,554.0,France,Male,49.0,0.0,0.0,1.0,0.0,1.0,85426.28,1.0
88,15774586.0,Ch'in,569.0,France,Male,35.0,1.0,0.0,1.0,1.0,0.0,141872.05,0.0
89,15750156.0,Ebelegbulam,730.0,Spain,Female,35.0,10.0,0.0,1.0,1.0,0.0,50777.77,0.0
90,15590094.0,T'ien,604.0,Germany,Female,49.0,5.0,146587.3,1.0,1.0,0.0,26318.73,1.0
91,15782467.0,Genovesi,564.0,France,Male,61.0,7.0,144432.04,1.0,1.0,0.0,172033.57,1.0
92,15585855.0,Chigozie,635.0,France,Male,27.0,6.0,0.0,2.0,1.0,1.0,95719.73,0.0
93,15593555.0,Uvarova,646.0,France,Female,42.0,6.0,0.0,2.0,1.0,1.0,81452.29,0.0
94,15589660.0,McIntosh,596.0,Germany,Male,40.0,2.0,110941.93,1.0,1.0,0.0,13107.24,1.0
95,15641474.0,Yuriev,624.0,France,Male,38.0,3.0,0.0,2.0,1.0,0.0,126812.63,0.0
96,15593737.0,Hsieh,712.0,France,Male,36.0,3.0,135929.08,1.0,1.0,0.0,177025.24,0.0
97,15656840.0,Nebechukwu,646.0,Spain,Male,59.0,4.0,0.0,1.0,1.0,1.0,135089.97,1.0
98,15584536.0,Onwumelu,623.0,Germany,Male,41.0,8.0,178713.98,1.0,0.0,0.0,177695.67,0.0
99,15658364.0,Chukwuemeka,588.0,France,Male,48.0,6.0,0.0,1.0,1.0,0.0,134767.34,1.0
100,15654025.0,Chidimma,605.0,France,Male,25.0,8.0,165413.07,1.0,1.0,0.0,106937.06,0.0
101,15573851.0,Ch'iu,741.0,France,Female,34.0,5.0,0.0,2.0,1.0,0.0,143086.09,1.0
102,15718789.0,Folliero,775.0,France,Male,45.0,2.0,0.0,2.0,1.0,0.0,75825.57,1.0
103,15677906.0,Ritchie,699.0,Germany,Female,37.0,4.0,160736.42,1.0,1.0,1.0,131304.78,0.0
104,15791533.0,Olisaemeka,703.0,France,Male,29.0,4.0,0.0,2.0,0.0,1.0,175025.27,0.0
105,15785042.0,Iadanza,595.0,France,Male,37.0,4.0,0.0,2.0,1.0,1.0,72861.94,0.0
106,15747772.0,Chukwujamuike,688.0,France,Male,34.0,3.0,0.0,2.0,1.0,1.0,64771.61,0.0
107,15603594.0,Nkemakonam,675.0,France,Male,36.0,9.0,0.0,1.0,1.0,0.0,181461.46,0.0
108,15682489.0,Chukwualuka,732.0,France,Male,33.0,6.0,86814.06,1.0,1.0,0.0,71139.31,0.0
109,15589437.0,H?,478.0,Spain,Male,32.0,2.0,72788.03,2.0,1.0,0.0,1710.89,0.0
110,15674637.0,Pirozzi,718.0,Germany,Male,27.0,4.0,106514.15,1.0,0.0,1.0,180344.69,0.0
111,15649744.0,Chinedum,635.0,France,Male,32.0,3.0,0.0,2.0,1.0,1.0,1354.25,0.0
112,15613282.0,Toscani,528.0,France,Male,39.0,5.0,62391.22,1.0,1.0,0.0,151310.09,0.0
113,15649060.0,Hsueh,641.0,Spain,Male,44.0,9.0,0.0,2.0,1.0,1.0,186489.95,0.0
114,15731327.0,Maclean,467.0,Spain,Female,45.0,8.0,0.0,1.0,1.0,1.0,55868.97,1.0
115,15772650.0,Hsueh,733.0,Spain,Male,32.0,5.0,0.0,2.0,1.0,0.0,100950.72,0.0
116,15631848.0,Chiang,593.0,Spain,Male,33.0,6.0,110153.29,2.0,0.0,1.0,82612.98,0.0
117,15603319.0,Ting,707.0,France,Male,35.0,3.0,0.0,2.0,1.0,0.0,131919.48,0.0
118,15792728.0,Harker,691.0,France,Male,32.0,8.0,0.0,1.0,1.0,0.0,100365.51,0.0
119,15605968.0,Chiazagomekpele,850.0,Germany,Female,24.0,6.0,127117.8,2.0,1.0,1.0,131924.38,0.0
120,15732265.0,Zito,677.0,France,Male,33.0,1.0,0.0,2.0,1.0,1.0,82961.97,0.0
121,15765402.0,Ch'ang,602.0,Spain,Male,43.0,5.0,0.0,2.0,1.0,0.0,131760.58,0.0
122,15761487.0,Chiu,745.0,Spain,Female,30.0,6.0,0.0,2.0,1.0,1.0,48357.9,0.0
123,15600357.0,Ch'ang,627.0,Germany,Male,38.0,2.0,105103.33,2.0,1.0,1.0,52876.41,0.0
124,15593601.0,Tsou,686.0,France,Male,38.0,2.0,93791.38,1.0,1.0,1.0,81431.99,0.0
125,15668893.0,Hs?eh,516.0,France,Female,44.0,7.0,0.0,1.0,1.0,0.0,187987.01,1.0
126,15803526.0,Tuan,705.0,France,Female,38.0,8.0,0.0,1.0,0.0,0.0,185561.89,0.0
127,15790829.0,Smith,597.0,Spain,Female,43.0,6.0,0.0,1.0,1.0,0.0,153955.38,1.0
128,15674868.0,Iadanza,613.0,France,Male,34.0,5.0,0.0,2.0,0.0,1.0,166720.28,0.0
129,15676937.0,Chiu,593.0,France,Male,32.0,6.0,81951.74,1.0,1.0,1.0,93249.26,0.0
130,15605968.0,Ijendu,686.0,Spain,Male,35.0,8.0,129834.67,1.0,0.0,0.0,160526.73,0.0
131,15626040.0,Ives,574.0,Spain,Female,32.0,7.0,0.0,1.0,0.0,0.0,126153.24,0.0
132,15646513.0,Chidubem,603.0,France,Male,46.0,4.0,0.0,1.0,0.0,0.0,142400.27,1.0
133,15750547.0,Nucci,719.0,Spain,Male,34.0,1.0,0.0,2.0,1.0,1.0,128875.86,0.0
134,15655574.0,Chiganu,651.0,Spain,Male,66.0,9.0,0.0,2.0,1.0,1.0,171045.35,0.0
135,15653773.0,Mazzanti,579.0,France,Male,66.0,2.0,0.0,1.0,1.0,0.0,71926.28,1.0
136,15652626.0,Tung,599.0,France,Male,37.0,7.0,0.0,2.0,1.0,0.0,116547.31,0.0
137,15774738.0,T'ien,706.0,France,Male,34.0,6.0,0.0,2.0,0.0,1.0,136054.45,0.0
138,15742369.0,Chukwufumnanya,733.0,France,Female,31.0,9.0,0.0,2.0,1.0,0.0,147700.78,0.0
139,15681221.0,Chin,762.0,Spain,Female,35.0,6.0,0.0,2.0,1.0,0.0,175518.31,0.0
140,15756850.0,Burt,686.0,Germany,Female,54.0,4.0,118886.55,1.0,1.0,1.0,120586.32,1.0
141,15699772.0,Pirozzi,605.0,Germany,Male,26.0,6.0,131569.73,1.0,0.0,0.0,155879.57,0.0
142,15809265.0,Brown,755.0,Spain,Male,40.0,9.0,0.0,2.0,0.0,0.0,167636.15,0.0
143,15579130.0,Nwankwo,581.0,France,Male,46.0,6.0,0.0,2.0,1.0,1.0,70810.6,0.0
144,15711015.0,Ch'in,710.0,Spain,Female,37.0,3.0,0.0,2.0,1.0,0.0,151581.79,0.0
145,15797910.0,Calabresi,521.0,Germany,Female,49.0,3.0,99027.61,2.0,1.0,0.0,66795.78,1.0
146,15678882.0,Oguejiofor,760.0,France,Male,30.0,9.0,111760.4,1.0,1.0,1.0,110440.5,0.0
147,15753861.0,Chiemenam,715.0,France,Female,44.0,1.0,99760.83,1.0,1.0,1.0,168886.38,0.0
148,15576745.0,Ch'ien,583.0,France,Female,34.0,5.0,0.0,2.0,1.0,1.0,86619.77,0.0
149,15583364.0,Chigolum,724.0,Germany,Male,37.0,5.0,126619.27,2.0,1.0,1.0,86414.41,0.0
150,15672955.0,Hsiung,590.0,Spain,Female,50.0,8.0,0.0,1.0,0.0,0.0,142995.32,1.0
151,15790750.0,Ch'ien,774.0,France,Female,37.0,2.0,169312.72,1.0,1.0,1.0,176913.42,0.0
152,15746065.0,Milani,634.0,Spain,Male,26.0,1.0,0.0,2.0,1.0,0.0,194998.34,0.0
153,15589666.0,Chialuka,588.0,France,Female,37.0,2.0,0.0,1.0,1.0,0.0,66463.62,1.0
154,15747772.0,Nwankwo,632.0,Germany,Female,39.0,6.0,141556.96,1.0,1.0,0.0,179843.33,1.0
155,15651075.0,Hsu,686.0,Germany,Male,35.0,10.0,153313.66,1.0,1.0,0.0,131238.37,1.0
156,15702801.0,Linton,699.0,Spain,Male,39.0,10.0,0.0,2.0,1.0,0.0,141857.81,0.0
157,15693637.0,Nkemakonam,531.0,France,Male,41.0,9.0,98894.39,1.0,1.0,1.0,138510.01,0.0
158,15595047.0,Calabresi,792.0,Spain,Female,44.0,3.0,0.0,2.0,1.0,0.0,28238.25,1.0
159,15667521.0,Ch'en,729.0,France,Male,34.0,5.0,128718.78,1.0,1.0,1.0,174800.31,0.0
160,15585855.0,Nucci,615.0,France,Male,34.0,6.0,146622.35,1.0,1.0,0.0,79728.8,1.0
161,15704586.0,Johnson,649.0,Spain,Male,35.0,9.0,0.0,2.0,1.0,1.0,186612.47,0.0
162,15797665.0,Chia,583.0,France,Male,28.0,6.0,0.0,1.0,1.0,0.0,172668.64,0.0
163,15662337.0,L?,543.0,France,Female,55.0,7.0,0.0,1.0,0.0,1.0,117946.3,0.0
164,15578865.0,P'eng,584.0,France,Male,36.0,3.0,0.0,2.0,1.0,0.0,149614.17,0.0
165,15589018.0,Baresi,609.0,France,Male,47.0,3.0,0.0,1.0,0.0,1.0,132424.69,1.0
166,15782758.0,P'eng,595.0,Spain,Female,38.0,8.0,153393.18,1.0,0.0,0.0,182609.97,0.0
167,15723488.0,Ch'eng,553.0,France,Male,41.0,5.0,0.0,2.0,1.0,1.0,80587.27,0.0
168,15633260.0,Fyodorov,638.0,France,Male,33.0,1.0,0.0,2.0,1.0,0.0,78622.46,0.0
169,15671390.0,Onyemauchechukwu,612.0,Spain,Male,34.0,2.0,0.0,1.0,0.0,1.0,61820.41,0.0
170,15742272.0,Hargreaves,743.0,France,Male,37.0,3.0,0.0,1.0,1.0,0.0,152290.28,0.0
171,15794345.0,Chiazagomekpere,652.0,France,Female,43.0,8.0,117899.95,1.0,1.0,0.0,158918.03,0.0
172,15688713.0,Ts'ai,678.0,France,Male,27.0,3.0,0.0,2.0,1.0,1.0,102763.69,0.0
173,15579548.0,Walker,607.0,France,Female,35.0,7.0,120787.18,1.0,1.0,1.0,47271.61,0.0
174,15592914.0,Ch'en,786.0,France,Female,39.0,9.0,0.0,2.0,1.0,1.0,70774.97,1.0
175,15585300.0,Onwudiwe,529.0,Germany,Male,47.0,6.0,132044.9,1.0,1.0,0.0,143774.06,1.0
176,15665327.0,Pagnotto,547.0,France,Male,35.0,7.0,0.0,2.0,1.0,0.0,87060.77,0.0
177,15576022.0,Nwora,559.0,France,Female,43.0,6.0,0.0,2.0,1.0,1.0,91936.1,0.0
178,15797065.0,H?,685.0,Spain,Female,44.0,6.0,0.0,1.0,1.0,0.0,109496.69,1.0
179,15796413.0,Ch'iu,576.0,Germany,Male,40.0,1.0,101579.28,2.0,1.0,0.0,196395.25,0.0
180,15720676.0,Chien,682.0,France,Male,32.0,6.0,0.0,2.0,1.0,1.0,94450.97,0.0
181,15693337.0,Calabrese,633.0,France,Male,48.0,5.0,0.0,1.0,0.0,0.0,103099.22,1.0
182,15751203.0,Goliwe,584.0,Germany,Male,32.0,10.0,147832.15,2.0,0.0,0.0,126241.4,0.0
183,15602856.0,T'ang,584.0,France,Female,41.0,7.0,0.0,2.0,1.0,1.0,86927.53,0.0
184,15589401.0,Chinomso,662.0,France,Female,47.0,4.0,128578.52,1.0,1.0,0.0,70954.41,1.0
185,15664539.0,Hsieh,731.0,France,Male,42.0,1.0,0.0,2.0,1.0,0.0,90876.95,0.0
186,15610403.0,Ch'ang,678.0,Spain,Female,21.0,5.0,0.0,2.0,1.0,0.0,149575.59,0.0
187,15696588.0,H?,652.0,France,Female,32.0,2.0,0.0,2.0,1.0,0.0,122998.26,0.0
188,15742632.0,Cattaneo,719.0,France,Male,34.0,1.0,87541.06,1.0,0.0,0.0,123583.85,0.0
189,15687546.0,Hsing,706.0,France,Female,32.0,4.0,0.0,1.0,1.0,0.0,183566.78,0.0
190,15593959.0,Hsiung,581.0,Germany,Female,55.0,2.0,125141.24,1.0,1.0,0.0,27341.63,1.0
191,15606944.0,Chiu,694.0,France,Male,35.0,8.0,103960.38,1.0,1.0,1.0,86767.48,0.0
192,15761670.0,Shih,683.0,Germany,Male,33.0,4.0,125789.69,1.0,1.0,1.0,53793.1,0.0
193,15686936.0,Cremonesi,542.0,France,Female,32.0,8.0,0.0,2.0,1.0,1.0,120893.07,0.0
194,15668818.0,Nwoye,559.0,France,Male,47.0,3.0,0.0,2.0,1.0,1.0,176433.6,0.0
195,15653849.0,Chuang,613.0,France,Male,51.0,6.0,0.0,2.0,1.0,0.0,176962.31,0.0
196,15629010.0,Cattaneo,687.0,Germany,Male,31.0,2.0,124493.03,1.0,1.0,1.0,178833.5,0.0
197,15775756.0,Okeke,613.0,Germany,Female,32.0,9.0,123557.65,3.0,1.0,0.0,125557.95,1.0
198,15732299.0,T'ien,686.0,Spain,Male,28.0,5.0,121237.65,1.0,1.0,1.0,103792.53,0.0
199,15624595.0,Lucciano,726.0,Spain,Male,33.0,5.0,0.0,1.0,1.0,0.0,120511.04,0.0
200,15783477.0,Genovese,651.0,France,Female,33.0,9.0,0.0,2.0,0.0,1.0,118959.64,0.0
201,15609562.0,Mironova,684.0,France,Male,34.0,3.0,0.0,1.0,1.0,0.0,140947.05,0.0
202,15575694.0,Shao,577.0,Germany,Female,37.0,4.0,114731.76,2.0,1.0,1.0,12096.61,0.0
203,15753362.0,Palermo,596.0,France,Male,44.0,7.0,0.0,2.0,1.0,0.0,51919.04,0.0
204,15793311.0,Ch'ang,794.0,France,Female,33.0,9.0,131283.11,1.0,1.0,0.0,134600.94,0.0
205,15739194.0,Ts'ui,753.0,Germany,Female,40.0,3.0,123372.3,2.0,1.0,1.0,72993.67,0.0
206,15801247.0,Milani,727.0,France,Male,34.0,6.0,0.0,2.0,1.0,1.0,152097.02,0.0
207,15731522.0,Martin,822.0,Germany,Female,37.0,0.0,107720.64,2.0,1.0,0.0,142513.5,1.0
208,15718057.0,Ch'ang,634.0,France,Male,34.0,4.0,106070.89,1.0,1.0,1.0,100929.59,0.0
209,15721585.0,Ch'iu,738.0,Germany,Female,25.0,3.0,117879.32,2.0,0.0,0.0,61961.57,0.0
210,15586425.0,Iweobiegbunam,659.0,France,Male,38.0,6.0,124379.14,1.0,1.0,1.0,46811.77,0.0
211,15653595.0,Manna,767.0,Spain,Male,61.0,2.0,135070.58,1.0,1.0,1.0,116520.07,0.0
212,15628279.0,Nnamdi,756.0,France,Male,45.0,4.0,92887.13,1.0,1.0,1.0,124749.08,0.0
213,15615140.0,Frolov,738.0,France,Male,30.0,9.0,0.0,2.0,1.0,0.0,130461.09,0.0
214,15583576.0,H?,758.0,Germany,Male,37.0,3.0,122570.69,2.0,1.0,0.0,94739.2,0.0
215,15777054.0,Tien,732.0,Germany,Male,47.0,8.0,117035.89,1.0,1.0,0.0,83343.73,0.0
216,15627665.0,Okwudiliolisa,706.0,Germany,Male,36.0,3.0,127864.4,2.0,1.0,1.0,119882.7,0.0
217,15769389.0,Chibugo,706.0,Spain,Male,41.0,2.0,0.0,2.0,1.0,1.0,127825.25,0.0
218,15725028.0,Frolov,669.0,Spain,Male,40.0,5.0,0.0,2.0,0.0,1.0,73881.68,0.0
219,15570141.0,Ch'ang,703.0,France,Female,35.0,1.0,0.0,2.0,1.0,1.0,176570.55,0.0
220,15747345.0,Yermakova,790.0,Germany,Male,38.0,9.0,141616.55,2.0,1.0,0.0,79414.0,0.0
221,15796370.0,Baresi,792.0,Spain,Male,35.0,5.0,0.0,2.0,1.0,0.0,180932.46,0.0
222,15772363.0,Chukwufumnanya,584.0,France,Male,34.0,3.0,0.0,2.0,0.0,1.0,151425.82,0.0
223,15650098.0,Tung,707.0,France,Male,45.0,9.0,178718.19,1.0,1.0,1.0,75884.65,0.0
224,15605918.0,Brown,715.0,France,Female,29.0,1.0,0.0,1.0,1.0,1.0,122949.71,0.0
225,15723654.0,Uchenna,724.0,France,Female,43.0,8.0,0.0,2.0,0.0,0.0,80134.65,0.0
226,15650026.0,T'ang,644.0,Spain,Male,33.0,9.0,0.0,2.0,1.0,1.0,92982.61,0.0
227,15761247.0,Yefimova,683.0,France,Female,45.0,8.0,148045.45,2.0,1.0,0.0,64436.16,1.0
228,15583076.0,Calabresi,526.0,Spain,Male,52.0,6.0,0.0,2.0,1.0,0.0,16081.62,1.0
229,15751208.0,Lucciano,625.0,France,Female,31.0,9.0,0.0,2.0,0.0,1.0,60552.44,0.0
230,15692406.0,Aitken,691.0,Spain,Male,32.0,7.0,140197.18,2.0,1.0,1.0,145936.28,0.0
231,15729689.0,Ch'ien,562.0,France,Male,30.0,1.0,0.0,2.0,1.0,0.0,82970.69,0.0
232,15704795.0,Pirozzi,716.0,France,Male,35.0,3.0,0.0,1.0,1.0,1.0,93881.75,0.0
233,15756070.0,Nnaife,683.0,Spain,Male,35.0,2.0,155619.36,1.0,1.0,0.0,133535.99,0.0
234,15679987.0,Nnamutaezinwa,584.0,France,Female,49.0,8.0,0.0,1.0,1.0,0.0,57769.2,1.0
235,15803749.0,Ku,825.0,France,Female,47.0,7.0,0.0,1.0,1.0,0.0,161889.47,1.0
236,15693893.0,Eluemuno,850.0,Germany,Female,42.0,6.0,122950.19,1.0,0.0,0.0,193014.26,1.0
237,15677907.0,Chukwuemeka,579.0,France,Female,27.0,4.0,0.0,2.0,1.0,1.0,114072.91,0.0
238,15658364.0,Ch'eng,681.0,Spain,Female,55.0,7.0,0.0,1.0,1.0,1.0,168515.61,0.0
239,15623107.0,Chukwualuka,651.0,Spain,Male,33.0,5.0,107514.07,1.0,1.0,0.0,166476.95,0.0
240,15720671.0,McGregor,741.0,France,Female,39.0,10.0,0.0,1.0,1.0,0.0,175877.5,1.0
